modele,famille,tache,titre,metrique,nature,valeur,echelle
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,77.78,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,68.2,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,162.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,68.1,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,67.63,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,82.9,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,82.84,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,37.1,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,32.86,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gemma3-27b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,89.63,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,28.95,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,135.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,154.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,48.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,3.73,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,90.67,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,94.19,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,85.43,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,516.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,4.666666666666667,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,51.7,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,5.23,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,44.25,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,47.04,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,27.06,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,270.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,2.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,75.8,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,72.64,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,87.04,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,57.59,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,517.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,7.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,21.3,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,62.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,79.28,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,55.09,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,782.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,5.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,17.54,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,66.08,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,80.14,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,63.47,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,141.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,26.12,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,16.86,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,938.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,62.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,58.7,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,43.21,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,196.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,24.9,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,17.38,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,58.0,pourcentage pour les metriques exprimees en taux
gpt-oss-20b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,65.62,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,20.11,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,96.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,107.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,3.92,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,89.93,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,93.59,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,84.56,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,515.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,59.7,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,18.4,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,1.3333333333333333,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,19.3,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,8.01,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,40.42,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,43.94,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,27.98,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,264.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,75.7,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,69.83,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,74.43,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,73.99,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,524.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,10.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,56.2,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,62.44,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,43.9,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,900.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,4.09,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,59.65,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,62.2,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,53.47,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,164.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
llama3.1-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
