modele,famille,tache,titre,metrique,nature,valeur,echelle
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,95.86,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,32.52,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,145.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,173.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,3.92,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,91.98,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,95.73,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,86.97,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,515.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,45.3,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,2.25,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,41.3,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,12.54,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,43.9,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,50.2,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,28.81,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,251.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,76.5,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,62.05,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,83.02,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,82.73,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,11.1,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,70.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,78.74,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,60.53,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,889.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,7.6,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,74.85,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,81.01,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,70.13,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,158.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,40.4,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,33.12,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,73.5,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,73.39,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,23.8,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,16.03,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-70b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",definition_accuracy,performance,71.43,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",detection_accuracy,performance,17.86,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_definitions_scored,effectif,84.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_detected,effectif,95.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_items,effectif,532.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1a,"Quebecisme : reperer un terme dans un echange, puis en donner le sens",num_no_term,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,3.36,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,89.93,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,93.05,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,83.47,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,518.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,abstention_rate,performance,10.1,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,accuracy,performance,0.7,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,containment_verbosity,performance,1.6666666666666667,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1c,Reference institutionnelle : produire l'expansion d'un sigle,span_containment,performance,60.8,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,36.93,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,32.75,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,51.93,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,macro_f1,performance,22.93,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,majority_class_rate,repere,4.18,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_answered,effectif,181.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_items,effectif,287.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,accuracy,performance,75.2,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,macro_f1,performance,59.88,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,majority_class_rate,repere,69.3,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1e,Acceptabilite : juger si une phrase est du francais quebecois acceptable,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",accuracy,performance,69.85,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",human_ceiling,repere,87.42,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",macro_f1,performance,68.18,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",majority_class_rate,repere,51.72,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_answered,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_items_with_ceiling,effectif,524.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1f,"Paire minimale : preferer la phrase grammaticale, contre un plafond humain",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",abstention_rate,performance,7.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy,performance,57.8,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",accuracy_hors_abstention,performance,62.15,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",macro_f1,performance,45.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",majority_class_rate,repere,0.3,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_answered,effectif,930.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1h,"Expression quebecoise : reconnaitre le sens d'une expression, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",abstention_rate,performance,16.96,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy,performance,59.65,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",accuracy_hors_abstention,performance,71.83,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",macro_f1,performance,55.31,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",majority_class_rate,repere,0.58,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_answered,effectif,142.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_items,effectif,171.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1i,"Terme quebecois : reconnaitre le sens d'un terme, hors contexte",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",accuracy,performance,40.9,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",macro_f1,performance,29.58,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",majority_class_rate,repere,52.4,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_answered,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_items_with_rules_choice,effectif,957.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,1j,"Provenance : designer la phrase ecrite par une personne, contre une machine",rules_baseline_accuracy,repere,50.26,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,accuracy,performance,51.6,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,attribution_verified_share,repere,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,chance_level,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,macro_f1,performance,37.27,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,majority_class_rate,repere,50.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2a,Camp : gouvernement ou opposition,question_period_share,repere,2.6,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",accuracy,performance,26.4,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",attribution_verified_share,repere,100.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",macro_f1,performance,17.55,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",majority_class_rate,repere,20.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",mean_options,effectif,4.884,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_items,effectif,1000.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",num_off_label,effectif,1.0,pourcentage pour les metriques exprimees en taux
apertus-8b,quebec,2b,"Parti : lequel, parmi ceux qui siegeaient a cette legislature",question_period_share,repere,1.1,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy,performance,36.38,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,accuracy_hors_abstention,performance,36.38,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,chance_level,repere,20.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,macro_f1,performance,28.13,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,majority_class_rate,repere,2.24,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_answered,effectif,536.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_items,effectif,536.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1b,Terminologie parlementaire : reconnaitre le sens d'un terme de procedure,num_off_label,effectif,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,abstention_rate,performance,0.0,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy,performance,20.21,pourcentage pour les metriques exprimees en taux
baseline-chevauchement-lexical,quebec,1d,Norme lexicale : retrouver le mot employe par un locuteur quebecois,accuracy_hors_abstention,performance,20.21,pourcentage pour les metriques exprimees en taux
